Description,Item category,Received Date,Department Name,College Name
Lenovo Computer Desktop,computing,2024/3/27,School of Architecture,"Architecture,Design,& the Arts"
Apple MacBook Laptop,computing,2024/3/27,School of Architecture,"Architecture,Design,& the Arts"
Apple MacBook Laptop,computing,2024/3/27,School of Architecture,"Architecture,Design,& the Arts"
Apple MacBook Laptop,computing,2024/3/27,School of Architecture,"Architecture,Design,& the Arts"
Minus 80 Freezer,major-appliances,2024/3/27,Medicine,Coll Medicine at Chicago - CS
Dell OptiPlex Computer,computing,2024/3/27,Medicine,Coll Medicine at Chicago - CS
Dell OptiPlex Computer,computing,2024/3/27,Medicine,Coll Medicine at Chicago - CS
Dell OptiPlex Computer,computing,2024/3/27,Medicine,Coll Medicine at Chicago - CS
HP COMPUTER DESKTOP,computing,2024/3/27,Medicine,Coll Medicine at Chicago - CS
Dell OptiPlex Computer,computing,2024/3/27,Medicine,Coll Medicine at Chicago - CS
Dell OptiPlex Computer,computing,2024/3/27,Medicine,Coll Medicine at Chicago - CS
Dell OptiPlex Computer,computing,2024/3/27,Medicine,Coll Medicine at Chicago - CS
Dell OptiPlex Computer,computing,2024/3/27,Medicine,Coll Medicine at Chicago - CS
Dell OptiPlex Computer,computing,2024/3/27,Medicine,Coll Medicine at Chicago - CS
HP LCD MONITOR,electronics-av,2024/3/27,Medicine,Coll Medicine at Chicago - CS
HP LCD MONITOR,electronics-av,2024/3/27,Medicine,Coll Medicine at Chicago - CS
HP LCD MONITOR,electronics-av,2024/3/27,Medicine,Coll Medicine at Chicago - CS
DELL LCD MONITOR,electronics-av,2024/3/27,Medicine,Coll Medicine at Chicago - CS
HP LCD MONITOR,electronics-av,2024/3/27,Medicine,Coll Medicine at Chicago - CS
HP LCD MONITOR,electronics-av,2024/3/27,Medicine,Coll Medicine at Chicago - CS
HP LCD MONITOR,electronics-av,2024/3/27,Medicine,Coll Medicine at Chicago - CS
2 grey chairs,furniture-seating,2024/3/27,Admin Info Technology Services,Admin Info Technology Services
HP LASERJET PRINTER,computing,2024/3/27,Admin Info Technology Services,Admin Info Technology Services
DELL LCD MONITOR,electronics-av,2024/3/27,Admin Info Technology Services,Admin Info Technology Services
DELL LCD MONITOR,electronics-av,2024/3/27,Admin Info Technology Services,Admin Info Technology Services
DELL LCD MONITOR,electronics-av,2024/3/27,Admin Info Technology Services,Admin Info Technology Services
LENOVO LCD MONITOR,electronics-av,2024/3/27,Admin Info Technology Services,Admin Info Technology Services
LENOVO LCD MONITOR,electronics-av,2024/3/27,Admin Info Technology Services,Admin Info Technology Services
1 book bag,other,2024/3/27,Admin Info Technology Services,Admin Info Technology Services
1 navy love seat,furniture-seating,2024/3/27,Admin Info Technology Services,Admin Info Technology Services
1 tan rolling chair,furniture-seating,2024/3/27,Admin Info Technology Services,Admin Info Technology Services
1 wooden credenza,other,2024/3/27,Admin Info Technology Services,Admin Info Technology Services
1 brown rectangular table,furniture-tables,2024/3/27,Admin Info Technology Services,Admin Info Technology Services
1 space heater,other,2024/3/27,Admin Info Technology Services,Admin Info Technology Services
2 black rolling chairs,furniture-seating,2024/3/27,Admin Info Technology Services,Admin Info Technology Services
2 black wingback chairs,furniture-seating,2024/3/27,Admin Info Technology Services,Admin Info Technology Services
2 coat trees,other,2024/3/27,Admin Info Technology Services,Admin Info Technology Services
Black credenza,other,2024/3/27,Admin Info Technology Services,Admin Info Technology Services
2 maroon rolling chairs,furniture-seating,2024/3/27,Admin Info Technology Services,Admin Info Technology Services
Dell OptiPlex 7090 Computer,computing,2024/3/27,Administration,Coll of Med Office of the Dean
DELL OPTIPLEX 9010 PC,computing,2024/3/27,Administration,Coll of Med Office of the Dean
Dell Precision T3600 Computer,computing,2024/3/27,Administration,Coll of Med Office of the Dean
Dell OptiPlex 9020 Computer,computing,2024/3/27,Administration,Coll of Med Office of the Dean
Epson Stylus Color Printer,computing,2024/3/27,Medicine,Coll Medicine at Chicago - CS
DELL LCD MONITOR,electronics-av,2024/3/27,Medicine,Coll Medicine at Chicago - CS
HP Desktop Computer,computing,2024/3/27,Administration Services,"Healthcare Systems, UIC - MC"
HP Desktop Computer,computing,2024/3/27,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo Computer Desktop,computing,2024/3/27,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo Computer Desktop,computing,2024/3/27,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo Computer Desktop,computing,2024/3/27,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo Computer Desktop,computing,2024/3/27,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkPad Laptop,computing,2024/3/27,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkPad Laptop,computing,2024/3/27,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkPad Laptop,computing,2024/3/27,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkPad Laptop,computing,2024/3/27,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkPad Laptop,computing,2024/3/27,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkPad Laptop,computing,2024/3/27,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkPad Laptop,computing,2024/3/27,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkPad Laptop,computing,2024/3/27,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkPad Laptop,computing,2024/3/27,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkPad Laptop,computing,2024/3/27,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkPad Laptop,computing,2024/3/27,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkPad Laptop,computing,2024/3/27,Administration Services,"Healthcare Systems, UIC - MC"
Dell Latitude Laptop,computing,2024/3/27,Administration Services,"Healthcare Systems, UIC - MC"
Brother Laser Printer,computing,2024/3/29,Applied Health Sciences Admin,Applied Health Sciences
Dell OptiPlex Computer,computing,2024/3/29,Applied Health Sciences Admin,Applied Health Sciences
DELL LCD MONITOR,electronics-av,2024/3/29,Applied Health Sciences Admin,Applied Health Sciences
DELL LCD MONITOR,electronics-av,2024/3/29,Applied Health Sciences Admin,Applied Health Sciences
DELL LCD MONITOR,electronics-av,2024/4/1,Admin Info Technology Services,Admin Info Technology Services
DELL LCD MONITOR,electronics-av,2024/4/1,Admin Info Technology Services,Admin Info Technology Services
DELL LCD MONITOR,electronics-av,2024/4/1,Admin Info Technology Services,Admin Info Technology Services
DELL LCD MONITOR,electronics-av,2024/4/1,Admin Info Technology Services,Admin Info Technology Services
DELL LCD MONITOR,electronics-av,2024/4/1,Admin Info Technology Services,Admin Info Technology Services
DELL LCD MONITOR,electronics-av,2024/4/1,Admin Info Technology Services,Admin Info Technology Services
DELL LCD MONITOR,electronics-av,2024/4/1,Admin Info Technology Services,Admin Info Technology Services
Dell OptiPlex 9020 Computer,computing,2024/4/1,Administration,Coll of Med Office of the Dean
Dell OptiPlex 9020 Computer,computing,2024/4/1,Administration,Coll of Med Office of the Dean
Dell Precision T3600 Computer,computing,2024/4/1,Administration,Coll of Med Office of the Dean
Dell OptiPlex 9020 Computer,computing,2024/4/1,Administration,Coll of Med Office of the Dean
Dell Optiplex 7050 Computer,computing,2024/4/1,Administration,Coll of Med Office of the Dean
Dell OptiPlex 9020 Computer,computing,2024/4/1,Administration,Coll of Med Office of the Dean
Dell OptiPlex 9020 Computer,computing,2024/4/1,Administration,Coll of Med Office of the Dean
Dell OptiPlex 9020 Computer,computing,2024/4/1,Administration,Coll of Med Office of the Dean
Dell OptiPlex 9020 Computer,computing,2024/4/1,Administration,Coll of Med Office of the Dean
Dell OptiPlex 9020 Computer,computing,2024/4/1,Administration,Coll of Med Office of the Dean
Dell OptiPlex 9020 Computer,computing,2024/4/1,Administration,Coll of Med Office of the Dean
Dell OptiPlex 9020 Computer,computing,2024/4/1,Administration,Coll of Med Office of the Dean
Dell OptiPlex 7090 Computer,computing,2024/4/1,Administration,Coll of Med Office of the Dean
Dell Precision T3500 PC,computing,2024/4/1,Administration,Coll of Med Office of the Dean
Dell OptiPlex 7090 Computer,computing,2024/4/1,Administration,Coll of Med Office of the Dean
Dell OptiPlex 7040 Computer,computing,2024/4/1,Administration,Coll of Med Office of the Dean
Dell OptiPlex 7040 Computer,computing,2024/4/1,Administration,Coll of Med Office of the Dean
Dell OptiPlex 7040 Computer,computing,2024/4/1,Administration,Coll of Med Office of the Dean
Dell OptiPlex 990 Computer,computing,2024/4/1,Administration,Coll of Med Office of the Dean
DELL OPTIPLEX 9010 PC,computing,2024/4/1,Administration,Coll of Med Office of the Dean
DELL OPTIPLEX 7010 PC,computing,2024/4/1,Administration,Coll of Med Office of the Dean
Dell OptiPlex 7070 Computer,computing,2024/4/1,Administration,Coll of Med Office of the Dean
Dell OptiPlex 9020 Computer,computing,2024/4/1,Administration,Coll of Med Office of the Dean
Dell OptiPlex 9020 Computer,computing,2024/4/1,Administration,Coll of Med Office of the Dean
Dell OptiPlex 760 Computer,computing,2024/4/1,Administration,Coll of Med Office of the Dean
Dell OptiPlex 9020 Computer,computing,2024/4/1,Administration,Coll of Med Office of the Dean
Dell OptiPlex 7070 Computer,computing,2024/4/1,Administration,Coll of Med Office of the Dean
Dell Precision Computer,computing,2024/4/1,Administration,Coll of Med Office of the Dean
Dell OptiPlex 7070 Computer,computing,2024/4/1,Administration,Coll of Med Office of the Dean
Dell OptiPlex 7070 Computer,computing,2024/4/1,Administration,Coll of Med Office of the Dean
Dell OptiPlex 7070 Computer,computing,2024/4/1,Administration,Coll of Med Office of the Dean
Dell OptiPlex 9020 Computer,computing,2024/4/1,Administration,Coll of Med Office of the Dean
Dell OptiPlex 7060 Computer,computing,2024/4/1,Administration,Coll of Med Office of the Dean
Dell OptiPlex 7070 Computer,computing,2024/4/1,Administration,Coll of Med Office of the Dean
Dell OptiPlex 990 Computer,computing,2024/4/1,Administration,Coll of Med Office of the Dean
Dell Optiplex 7050 Computer,computing,2024/4/1,Administration,Coll of Med Office of the Dean
Dell XPS 13 Laptop,computing,2024/4/1,Administration,Coll of Med Office of the Dean
WYSE POWER TERM,other,2024/4/1,Administration,Coll of Med Office of the Dean
WYSE POWER TERM,other,2024/4/1,Administration,Coll of Med Office of the Dean
WYSE POWER TERM,other,2024/4/1,Administration,Coll of Med Office of the Dean
table,furniture-tables,2024/4/1,Managerial Studies,Managerial Studies
2 Adjustable Shelves Office Desk Organizer,furniture-tables,2024/4/1,Managerial Studies,Managerial Studies
small cabinet,furniture-storage,2024/4/1,Managerial Studies,Managerial Studies
9 Wire Mesh Desktop File Sorters,computing,2024/4/1,Managerial Studies,Managerial Studies
Whiteboard,decor-accessories,2024/4/1,Managerial Studies,Managerial Studies
Big Cabinet,furniture-storage,2024/4/1,Managerial Studies,Managerial Studies
4 Bookends,other,2024/4/1,Managerial Studies,Managerial Studies
HP COMPUTER DESKTOP,computing,2024/4/1,Managerial Studies,Managerial Studies
Lenovo Computer Desktop,computing,2024/4/1,Managerial Studies,Managerial Studies
Lenovo Computer Desktop,computing,2024/4/1,Managerial Studies,Managerial Studies
Apple Mac Mini Computer,computing,2024/4/1,Managerial Studies,Managerial Studies
Dell Latitude Laptop,computing,2024/4/1,Managerial Studies,Managerial Studies
Apple MacBook Laptop,computing,2024/4/1,Managerial Studies,Managerial Studies
Apple MacBook Laptop,computing,2024/4/1,Managerial Studies,Managerial Studies
HP LASERJET PRINTER,computing,2024/4/1,Managerial Studies,Managerial Studies
DELL LCD MONITOR,electronics-av,2024/4/1,Managerial Studies,Managerial Studies
ASUS LCD MONITOR,electronics-av,2024/4/1,Managerial Studies,Managerial Studies
ACER LCD MONITOR,electronics-av,2024/4/1,Managerial Studies,Managerial Studies
Metal shelving units x3,furniture-storage,2024/4/1,History,History
large bulletin board,decor-accessories,2024/4/1,History,History
Old shelving pieces 8' long x 8,furniture-storage,2024/4/1,History,History
Lenovo Computer Desktop,computing,2024/4/1,History,History
Apple iMac Computer,computing,2024/4/1,History,History
Apple MacBook Laptop,computing,2024/4/1,History,History
Dell Latitude Laptop,computing,2024/4/1,Department of Marketing,Business Administration
Dell Latitude Laptop,computing,2024/4/1,Department of Marketing,Business Administration
Lenovo ThinkPad Laptop,computing,2024/4/1,Department of Marketing,Business Administration
Apple MacBook Laptop,computing,2024/4/2,LAS Social Science Research,Liberal Arts & Sciences
Apple MacBook Laptop,computing,2024/4/2,LAS Social Science Research,Liberal Arts & Sciences
Biometra- compact line OV4 ST 051706,other,2024/4/2,Pharmacol & Regenerative Med,Coll Medicine at Chicago - BS
ENVIRON SHAKER SN 402090014 ISIA TRAP,other,2024/4/2,Pharmacol & Regenerative Med,Coll Medicine at Chicago - BS
GS-15 CENTRIFUGE ST,lab-equipment,2024/4/2,Pharmacol & Regenerative Med,Coll Medicine at Chicago - BS
DETETOR  MOTOR DRIVER MD 50-20 SN1640-5020,other,2024/4/2,Pharmacol & Regenerative Med,Coll Medicine at Chicago - BS
LAMP POWER SUPPLY SN0013-LPS220B,decor-lighting,2024/4/2,Pharmacol & Regenerative Med,Coll Medicine at Chicago - BS
AMERSHAM BIOSCIENCES- T0011344,other,2024/4/2,Pharmacol & Regenerative Med,Coll Medicine at Chicago - BS
BOEKEL,other,2024/4/2,Pharmacol & Regenerative Med,Coll Medicine at Chicago - BS
Mini Beadbeater 085397,other,2024/4/2,Pharmacol & Regenerative Med,Coll Medicine at Chicago - BS
Galaxy fridge SN 20091003788,major-appliances,2024/4/2,Pharmacol & Regenerative Med,Coll Medicine at Chicago - BS
CENTRIFUGE,lab-equipment,2024/4/2,Pharmacol & Regenerative Med,Coll Medicine at Chicago - BS
FAN,other,2024/4/2,Pharmacol & Regenerative Med,Coll Medicine at Chicago - BS
Microm- HM505E,other,2024/4/2,Pharmacol & Regenerative Med,Coll Medicine at Chicago - BS
ORBITRON ROTATOR-,lab-equipment,2024/4/2,Pharmacol & Regenerative Med,Coll Medicine at Chicago - BS
Fridge- ST 022111,major-appliances,2024/4/2,Pharmacol & Regenerative Med,Coll Medicine at Chicago - BS
. WATER DISPENSER AVANTI,other,2024/4/2,Pharmacol & Regenerative Med,Coll Medicine at Chicago - BS
2 CHAIRS,furniture-seating,2024/4/2,Pharmacol & Regenerative Med,Coll Medicine at Chicago - BS
Directory board sign x2,decor-accessories,2024/4/2,Pharmacol & Regenerative Med,Coll Medicine at Chicago - BS
BLACK REFRIDGETOR,major-appliances,2024/4/2,Pharmacol & Regenerative Med,Coll Medicine at Chicago - BS
office wall pannels,decor-accessories,2024/4/2,Pharmacol & Regenerative Med,Coll Medicine at Chicago - BS
DESTAINER POWER SUPPLY- ISCO,other,2024/4/2,Pharmacol & Regenerative Med,Coll Medicine at Chicago - BS
MODEL 583-GEL DRYER SN 186BR 002319,major-appliances,2024/4/2,Pharmacol & Regenerative Med,Coll Medicine at Chicago - BS
wood board,decor-accessories,2024/4/2,Pharmacol & Regenerative Med,Coll Medicine at Chicago - BS
OXYGEN SENSOR,other,2024/4/2,Pharmacol & Regenerative Med,Coll Medicine at Chicago - BS
SONY COMPUTER DESKTOP,computing,2024/4/2,Pharmacol & Regenerative Med,Coll Medicine at Chicago - BS
SONY COMPUTER DESKTOP,computing,2024/4/2,Pharmacol & Regenerative Med,Coll Medicine at Chicago - BS
Samsung Laser Printer,computing,2024/4/2,Pharmacol & Regenerative Med,Coll Medicine at Chicago - BS
Samsung Laser Printer,computing,2024/4/2,Pharmacol & Regenerative Med,Coll Medicine at Chicago - BS
HP LASERJET PRINTER,computing,2024/4/2,Pharmacol & Regenerative Med,Coll Medicine at Chicago - BS
BROTHER LASER PRINTER,computing,2024/4/2,Pharmacol & Regenerative Med,Coll Medicine at Chicago - BS
OMNITECH LCD MONITOR,electronics-av,2024/4/2,Pharmacol & Regenerative Med,Coll Medicine at Chicago - BS
5 shelf wooden bookcase,furniture-storage,2024/4/2,Kinesiology and Nutrition,Applied Health Sciences
Desk chair,furniture-seating,2024/4/2,Kinesiology and Nutrition,Applied Health Sciences
5 drawer lateral filing cabinet,furniture-storage,2024/4/2,Kinesiology and Nutrition,Applied Health Sciences
VIZIO LCD MONITOR,electronics-av,2024/4/2,Kinesiology and Nutrition,Applied Health Sciences
LG LCD MONITOR,electronics-av,2024/4/2,Department of Marketing,Business Administration
Desk File Cabinets Twenty-Three 23,furniture-tables,2024/4/2,Dean of Student Affairs  ,Dean of Student Affairs  
Door Cubicle door,other,2024/4/2,Dean of Student Affairs  ,Dean of Student Affairs  
Overhead Cabinets Fourteen 14,furniture-storage,2024/4/2,Dean of Student Affairs  ,Dean of Student Affairs  
Rolling Chairs Six 6,furniture-seating,2024/4/2,Dean of Student Affairs  ,Dean of Student Affairs  
Wall Partitions Thirty,decor-accessories,2024/4/2,Dean of Student Affairs  ,Dean of Student Affairs  
Dell OptiPlex Computer,computing,2024/4/2,Dean of Student Affairs  ,Dean of Student Affairs  
