Description,Item Category,Date of Retrieval,Department Name,College Name
Stacking Chair,furniture-seating,2022/8/30,Bldg Maintenance Crafts/Trades,Facilities
Table 30x18,furniture-tables,2022/8/30,Comparative Biosciences,Veterinary Medicine
Table 36x30,furniture-tables,2022/8/31,"Nuclear, Plasma, & Rad Engr",Grainger Engineering
Rolling Chair,furniture-seating,2022/9/1,Vet Clinical Medicine,Veterinary Medicine
2 drawer file cabinet,furniture-storage,2022/9/1,Vet Clinical Medicine,Veterinary Medicine
Dell Monitor,electronics-av,2022/9/6,Civil & Environmental Eng,Grainger Engineering
MacBook Pro A1708,computing,2022/9/6,Civil & Environmental Eng,Grainger Engineering
Apple iMac 27,computing,2022/9/6,Civil & Environmental Eng,Grainger Engineering
Rolling Chair,furniture-seating,2022/9/6,Civil & Environmental Eng,Grainger Engineering
Dell Latitude E7450 ,computing,2022/9/6,Prairie Research Institute,OVCRI Institutes
Rolling Chair,furniture-seating,2022/9/6,Prairie Research Institute,OVCRI Institutes
Side Table,furniture-tables,2022/9/6,Chemistry,Liberal Arts & Sciences
Dell Latitude E6430,computing,2022/9/6,LAS Administration,Liberal Arts & Sciences
Dell Optiplex 7010,computing,2022/9/6,Food Science & Human Nutrition,"Agr, Consumer & Env Sciences"
HP monitor V201,electronics-av,2022/9/6,Food Science & Human Nutrition,"Agr, Consumer & Env Sciences"
Dell Monitor,electronics-av,2022/9/6,Food Science & Human Nutrition,"Agr, Consumer & Env Sciences"
Dell Monitor,electronics-av,2022/9/6,Food Science & Human Nutrition,"Agr, Consumer & Env Sciences"
Dell Optiplex 7050,computing,2022/9/6,Materials Science & Engineerng,Grainger Engineering
210-ABVP-PowerEdge R720 PowerEdge R720PowerEdge,computing,2022/9/6,Materials Science & Engineerng,Grainger Engineering
Intel Server,computing,2022/9/6,Materials Science & Engineerng,Grainger Engineering
Intel Server,computing,2022/9/6,Materials Science & Engineerng,Grainger Engineering
Apple MacBook Air A1466,computing,2022/9/8,OVCRI Admin,VC for Research and Innovation
Dell Latitude E7240,computing,2022/9/8,OVCRI Admin,VC for Research and Innovation
Rolling Chair,furniture-seating,2022/9/8,OVCRI Admin,VC for Research and Innovation
Rolling Chair,furniture-seating,2022/9/8,OVCRI Admin,VC for Research and Innovation
Rolling Chair,furniture-seating,2022/9/8,OVCRI Admin,VC for Research and Innovation
Dell Optiplex 7010,computing,2022/9/8,Chemistry,Liberal Arts & Sciences
Dell Monitor,electronics-av,2022/9/8,Chemistry,Liberal Arts & Sciences
Dell Monitor,electronics-av,2022/9/8,Chemistry,Liberal Arts & Sciences
Dell Optiplex 9020,computing,2022/9/8,Chemistry,Liberal Arts & Sciences
Table 48x18,furniture-tables,2022/9/8,Chemistry,Liberal Arts & Sciences
Wood Bookcase 6',furniture-storage,2022/9/8,Chemistry,Liberal Arts & Sciences
Rolling Chair,furniture-seating,2022/9/8,IL State Archaeological Survey,OVCRI Institutes
Rolling Chair,furniture-seating,2022/9/8,IL State Archaeological Survey,OVCRI Institutes
lg monitor,electronics-av,2022/9/8,Aerospace Engineering,Grainger Engineering
Apple iMac 27,computing,2022/9/8,Aerospace Engineering,Grainger Engineering
Dell Optiplex 9020,computing,2022/9/8,Aerospace Engineering,Grainger Engineering
Dell Optiplex 7010,computing,2022/9/8,Aerospace Engineering,Grainger Engineering
Dell Latitude E6440,computing,2022/9/8,Division of Public Safety,VC Admin and Operations
Dell Latitude E6440,computing,2022/9/8,Division of Public Safety,VC Admin and Operations
Dell Optiplex 9020,computing,2022/9/8,Division of Public Safety,VC Admin and Operations
Dell Monitor,electronics-av,2022/9/8,Chemical & Biomolecular Engr,Liberal Arts & Sciences
Dell Latitude 5580,computing,2022/9/8,Agricultural & Biological Engr,"Agr, Consumer & Env Sciences"
Dell Optiplex 9020,computing,2022/9/8,Agricultural & Biological Engr,"Agr, Consumer & Env Sciences"
Dell Optiplex 9020,computing,2022/9/8,Agricultural & Biological Engr,"Agr, Consumer & Env Sciences"
Chair,furniture-seating,2022/9/8,Linguistics,Liberal Arts & Sciences
Table 48x18,furniture-tables,2022/9/8,Linguistics,Liberal Arts & Sciences
Apple iMac 21.5,computing,2022/9/8,Mechanical Sci & Engineering,Grainger Engineering
MICROSOFT SURFACE PRO LAPTOP ,computing,2022/9/8,Mechanical Sci & Engineering,Grainger Engineering
Apple iMac 21.5,computing,2022/9/8,Mechanical Sci & Engineering,Grainger Engineering
4 Drawer Lateral Cabinet,furniture-storage,2022/9/8,"Nuclear, Plasma, & Rad Engr",Grainger Engineering
Dell Monitor,electronics-av,2022/9/9,Urban & Regional Planning,Fine & Applied Arts
Bookcase 78x36,furniture-storage,2022/9/9,Mechanical Sci & Engineering,Grainger Engineering
Bookcase 78x36,furniture-storage,2022/9/9,Mechanical Sci & Engineering,Grainger Engineering
Table 48x18,furniture-tables,2022/9/9,Mechanical Sci & Engineering,Grainger Engineering
Dell Optiplex 7040,computing,2022/9/9,Materials Science & Engineerng,Grainger Engineering
Dell Latitude E6440,computing,2022/9/12,Evolution Ecology Behavior,Liberal Arts & Sciences
Stacking Chair,furniture-seating,2022/9/12,Landscape Architecture,Fine & Applied Arts
Table 36x30,furniture-tables,2022/9/13,Cooperative Extension,"Agr, Consumer & Env Sciences"
Rolling Chair,furniture-seating,2022/9/13,Cooperative Extension,"Agr, Consumer & Env Sciences"
Rolling Chair,furniture-seating,2022/9/13,Technology Entrepreneur Ctr,Grainger Engineering
Rolling Chair,furniture-seating,2022/9/13,Technology Entrepreneur Ctr,Grainger Engineering
MacBook Pro A1706,computing,2022/9/14,Media and Cinema Studies,College of Media
Apple Macbook Pro A1706,computing,2022/9/14,IL State Archaeological Survey,OVCRI Institutes
Dell Optiplex 7040,computing,2022/9/14,IL State Archaeological Survey,OVCRI Institutes
Dell Optiplex 9020,computing,2022/9/14,IL State Archaeological Survey,OVCRI Institutes
DELL OPTIPLEX 7450,computing,2022/9/14,IL State Archaeological Survey,OVCRI Institutes
Dell OptiPlex 3011,computing,2022/9/14,IL State Archaeological Survey,OVCRI Institutes
Lenovo ThinkPad T450s,computing,2022/9/14,Mechanical Sci & Engineering,Grainger Engineering
Dell Latitude E6430,computing,2022/9/15,"Nuclear, Plasma, & Rad Engr",Grainger Engineering
MacBook Pro A1398,computing,2022/9/16,Mechanical Sci & Engineering,Grainger Engineering
Samsung Monitor,electronics-av,2022/9/16,Mechanical Sci & Engineering,Grainger Engineering
Dell Optiplex 7010,computing,2022/9/19,Institute for Genomic Biology,OVCRI Institutes
DELL LATITUDE E7250 ,computing,2022/9/19,OVCRI Admin,VC for Research and Innovation
Dell Monitor,electronics-av,2022/9/19,OVCRI Admin,VC for Research and Innovation
Dell Optiplex 9020,computing,2022/9/19,OVCRI Admin,VC for Research and Innovation
Dell Optiplex 7450,computing,2022/9/19,Chemistry,Liberal Arts & Sciences
Dell Latitude E6440,computing,2022/9/19,Biochemistry,Liberal Arts & Sciences
Chair,furniture-seating,2022/9/19,Vet Medicine Administration,Veterinary Medicine
Desk 48x30,furniture-tables,2022/9/19,Vet Medicine Administration,Veterinary Medicine
Rolling chair,furniture-seating,2022/9/19,Vet Medicine Administration,Veterinary Medicine
Dell Optiplex 7010,computing,2022/9/19,Micro and Nanotechnology Lab,Grainger Engineering
Laptop Yoga 2 Pro,computing,2022/9/19,Aerospace Engineering,Grainger Engineering
APPLE 13 INCH MACBOOK PRO,computing,2022/9/19,Aerospace Engineering,Grainger Engineering
Microsoft Surface Pro,computing,2022/9/19,Aerospace Engineering,Grainger Engineering
Stacking Chair,furniture-seating,2022/9/19,Energy Services Administration,Energy Services
Stacking Chair,furniture-seating,2022/9/19,Energy Services Administration,Energy Services
Stacking Chair,furniture-seating,2022/9/19,Energy Services Administration,Energy Services
Stacking Chair,furniture-seating,2022/9/19,Energy Services Administration,Energy Services
Stacking Chair,furniture-seating,2022/9/19,Energy Services Administration,Energy Services
Stacking Chair,furniture-seating,2022/9/19,Energy Services Administration,Energy Services
Apple iMac,computing,2022/9/19,Mechanical Sci & Engineering,Grainger Engineering
Table 42x24,furniture-tables,2022/9/19,"Nuclear, Plasma, & Rad Engr",Grainger Engineering
Table 36x30,furniture-tables,2022/9/19,"Nuclear, Plasma, & Rad Engr",Grainger Engineering
Rolling Chair,furniture-seating,2022/9/19,"Nuclear, Plasma, & Rad Engr",Grainger Engineering
Rolling Chair,furniture-seating,2022/9/19,"Nuclear, Plasma, & Rad Engr",Grainger Engineering
Rolling Chair,furniture-seating,2022/9/19,"Nuclear, Plasma, & Rad Engr",Grainger Engineering
Rolling chair,furniture-seating,2022/9/19,"Nuclear, Plasma, & Rad Engr",Grainger Engineering
Chair,furniture-seating,2022/9/26,Theatre,Fine & Applied Arts
Chair,furniture-seating,2022/9/27,SmartHealthyCommunity(Rokwire),VC Student Affairs
Chair,furniture-seating,2022/9/27,Prairie Research Institute,OVCRI Institutes
Chair,furniture-seating,2022/9/27,Prairie Research Institute,OVCRI Institutes
Chair,furniture-seating,2022/9/27,Prairie Research Institute,OVCRI Institutes
Chair,furniture-seating,2022/9/27,Prairie Research Institute,OVCRI Institutes
Chair,furniture-seating,2022/9/27,Prairie Research Institute,OVCRI Institutes
Chair,furniture-seating,2022/9/27,Prairie Research Institute,OVCRI Institutes
Dell Optiplex 7050,computing,2022/9/27,Bioengineering,Grainger Engineering
4 Drawer Lateral Cabinet,furniture-storage,2022/9/27,Cooperative Extension,"Agr, Consumer & Env Sciences"
Bookcase black,furniture-storage,2022/9/27,Cooperative Extension,"Agr, Consumer & Env Sciences"
30x24x49 desk,furniture-tables,2022/9/27,Vet Medicine Administration,Veterinary Medicine
Table 6'x2',furniture-tables,2022/9/27,Vet Medicine Administration,Veterinary Medicine
Dell Latitude E6440,computing,2022/9/27,Informatics,School of Information Sciences
Dell Latitude 5580,computing,2022/9/27,Informatics,School of Information Sciences
Dell Latitude E6440,computing,2022/9/27,Informatics,School of Information Sciences
Chair,furniture-seating,2022/9/27,School of Chemical Sciences,Liberal Arts & Sciences
Chair,furniture-seating,2022/9/27,School of Chemical Sciences,Liberal Arts & Sciences
4 Drawer File Cabinet,furniture-storage,2022/9/27,Art & Design,Fine & Applied Arts
Bookcase 78x36x18,furniture-storage,2022/9/27,Art & Design,Fine & Applied Arts
Table 60x30,furniture-tables,2022/9/27,Art & Design,Fine & Applied Arts
Chair,furniture-seating,2022/9/27,Art & Design,Fine & Applied Arts
Table 48x18,furniture-tables,2022/9/27,Art & Design,Fine & Applied Arts
Table 48x18,furniture-tables,2022/9/27,Art & Design,Fine & Applied Arts
Chair,furniture-seating,2022/9/27,Art & Design,Fine & Applied Arts
Table 6'x2',furniture-tables,2022/9/27,Art & Design,Fine & Applied Arts
Wood Bookcase 5',furniture-storage,2022/9/27,Art & Design,Fine & Applied Arts
Wood Bookcase 5',furniture-storage,2022/9/27,Art & Design,Fine & Applied Arts
2 drawer rolling file cabinet,furniture-storage,2022/9/27,Art & Design,Fine & Applied Arts
Dell Latitude E7470,computing,2022/9/27,Animal Sciences,"Agr, Consumer & Env Sciences"
MacBook Pro A1706,computing,2022/9/27,Food Science & Human Nutrition,"Agr, Consumer & Env Sciences"
hp monitor,electronics-av,2022/9/27,Food Science & Human Nutrition,"Agr, Consumer & Env Sciences"
TSG1747 samsung,computing,2022/9/27,Food Science & Human Nutrition,"Agr, Consumer & Env Sciences"
samsung monitor,electronics-av,2022/9/27,Food Science & Human Nutrition,"Agr, Consumer & Env Sciences"
Desk U-shape,furniture-tables,2022/9/27,IL State Water Survey,OVCRI Institutes
chair,furniture-seating,2022/9/27,"Educ Policy, Orgzn & Leadrshp",Education
chair,furniture-seating,2022/9/27,"Educ Policy, Orgzn & Leadrshp",Education
chair,furniture-seating,2022/9/27,"Educ Policy, Orgzn & Leadrshp",Education
chair,furniture-seating,2022/9/27,"Educ Policy, Orgzn & Leadrshp",Education
Stacking Chair,furniture-seating,2022/9/27,"Educ Policy, Orgzn & Leadrshp",Education
Stacking Chair,furniture-seating,2022/9/27,"Educ Policy, Orgzn & Leadrshp",Education
Stacking Chair,furniture-seating,2022/9/27,"Educ Policy, Orgzn & Leadrshp",Education
Stacking Chair,furniture-seating,2022/9/27,"Educ Policy, Orgzn & Leadrshp",Education
Stacking Chair,furniture-seating,2022/9/27,"Educ Policy, Orgzn & Leadrshp",Education
Stacking Chair,furniture-seating,2022/9/27,"Educ Policy, Orgzn & Leadrshp",Education
Stacking Chair,furniture-seating,2022/9/27,"Educ Policy, Orgzn & Leadrshp",Education
Table 6'x2',furniture-tables,2022/9/27,"Educ Policy, Orgzn & Leadrshp",Education
Table 6'x2',furniture-tables,2022/9/27,"Educ Policy, Orgzn & Leadrshp",Education
Table,furniture-tables,2022/9/27,"Educ Policy, Orgzn & Leadrshp",Education
Sofa three cushion,furniture-seating,2022/9/27,"Educ Policy, Orgzn & Leadrshp",Education
dell monitor,electronics-av,2022/9/27,"Educ Policy, Orgzn & Leadrshp",Education
MacBook Pro A1502,computing,2022/9/27,Mechanical Sci & Engineering,Grainger Engineering
Dell Optiplex 9020,computing,2022/9/27,Mechanical Sci & Engineering,Grainger Engineering
hp monitor,electronics-av,2022/9/27,Mechanical Sci & Engineering,Grainger Engineering
Dell Optiplex 7040,computing,2022/9/27,Mechanical Sci & Engineering,Grainger Engineering
Dell U2410f Monitor,electronics-av,2022/9/27,Mechanical Sci & Engineering,Grainger Engineering
dell monitor,electronics-av,2022/9/27,Mechanical Sci & Engineering,Grainger Engineering
view sonic monitor,electronics-av,2022/9/27,Mechanical Sci & Engineering,Grainger Engineering
APPLE 13 INCH MACBOOK PRO,computing,2022/9/27,Electrical & Computer Eng,Grainger Engineering
HP Office Jet Pro 8100,computing,2022/9/27,Electrical & Computer Eng,Grainger Engineering
Apple 27' iMac 3.2 Ghz,computing,2022/9/28,Physics,Grainger Engineering
Table 6'x2',furniture-tables,2022/9/28,Civil & Environmental Eng,Grainger Engineering
Table 6'x2',furniture-tables,2022/9/28,Civil & Environmental Eng,Grainger Engineering
Table 6'x2',furniture-tables,2022/9/28,Civil & Environmental Eng,Grainger Engineering
Table 6'x2',furniture-tables,2022/9/28,Civil & Environmental Eng,Grainger Engineering
Table 6'x2',furniture-tables,2022/9/28,Civil & Environmental Eng,Grainger Engineering
Table 6'x2',furniture-tables,2022/9/28,Enrollment Mgmt Shared Svcs,Provost & Executive VC
Table 48x30,furniture-tables,2022/9/28,Aerospace Engineering,Grainger Engineering
Chair,furniture-seating,2022/9/28,Aerospace Engineering,Grainger Engineering
round wood folding table,furniture-tables,2022/9/28,Bldg Maintenance Crafts/Trades,Facilities
MacBook Pro A1502,computing,2022/9/28,Mechanical Sci & Engineering,Grainger Engineering
Dell Latitude E6440,computing,2022/9/28,Mechanical Sci & Engineering,Grainger Engineering
Asus monitor,electronics-av,2022/9/28,Mechanical Sci & Engineering,Grainger Engineering
Apple IMac 27,computing,2022/9/28,College of Media Admin,College of Media
MacBook Pro A1706,computing,2022/9/28,"Nuclear, Plasma, & Rad Engr",Grainger Engineering
Acer Monitor,electronics-av,2022/9/28,"Nuclear, Plasma, & Rad Engr",Grainger Engineering
Dell Latitude E7250,computing,2022/9/29,Anthropology,Liberal Arts & Sciences
Latitude E7240,computing,2022/9/29,Anthropology,Liberal Arts & Sciences
Dell Latitude E5470,computing,2022/9/29,Anthropology,Liberal Arts & Sciences
Dell Latitude e7450,computing,2022/9/29,Anthropology,Liberal Arts & Sciences
MacBook Pro A1707,computing,2022/9/29,Anthropology,Liberal Arts & Sciences
Sony Digital Video Camera Recorder,electronics-av,2022/9/29,Anthropology,Liberal Arts & Sciences
Panasonic DMC-FZ8 Digital  Camera,electronics-av,2022/9/29,Anthropology,Liberal Arts & Sciences
Apple iPad,computing,2022/9/29,Anthropology,Liberal Arts & Sciences
Apple iPad,computing,2022/9/29,Anthropology,Liberal Arts & Sciences
IPAD with keyboard,computing,2022/9/29,Anthropology,Liberal Arts & Sciences
Apple iPad,computing,2022/9/29,Anthropology,Liberal Arts & Sciences
Apple iPad,computing,2022/9/29,Anthropology,Liberal Arts & Sciences
iPad 4,computing,2022/9/29,Anthropology,Liberal Arts & Sciences
Dell Latitude E6440,computing,2022/9/29,Electrical & Computer Eng,Grainger Engineering
Dell Latitude E6440,computing,2022/9/29,Electrical & Computer Eng,Grainger Engineering
IPAD with case,computing,2022/9/29,Electrical & Computer Eng,Grainger Engineering
Dell Latitude 5500,computing,2022/9/30,Evolution Ecology Behavior,Liberal Arts & Sciences
Bookcase 36x55,furniture-storage,2022/9/30,Education Administration,Education
Stacking Chair,furniture-seating,2022/9/30,Education Administration,Education
Stacking Chair,furniture-seating,2022/9/30,Education Administration,Education
Stacking Chair,furniture-seating,2022/9/30,Education Administration,Education
Stacking Chair,furniture-seating,2022/9/30,Education Administration,Education
Apple iMac A1419,computing,2022/9/30,Intercollegiate Athletics,Div Intercollegiate Athletics
Table 8'x18,furniture-tables,2022/9/30,Urban & Regional Planning,Fine & Applied Arts
Table 6'x2',furniture-tables,2022/9/30,Urban & Regional Planning,Fine & Applied Arts
Dell Latitude 7280,computing,2022/9/30,TS IT Service Delivery,Technology Services
Dell Optiplex 7010,computing,2022/9/30,Materials Science & Engineerng,Grainger Engineering
Dell LCD Monitor 2209WAf,electronics-av,2022/9/30,Materials Science & Engineerng,Grainger Engineering
